order_id,customer,amount,date,status
ORD-004277,John Williams,1244.37,2024-11-18,cancelled
ORD-004278,Sarah Jones,32062.93,2024-09-02,delivered
ORD-004279,John Garcia,1606.71,2024-08-05,cancelled
ORD-004280,Michael Williams,1351.29,2023-12-03,shipped
ORD-004281,James Brown,1862.38,2023-07-07,pending
ORD-004282,Patricia Jones,855.93,2023-03-02,shipped
ORD-004283,Thomas Jones,37443.26,2023-04-04,shipped
ORD-004284,Linda Garcia,657.61,2023-11-01,delivered
ORD-004285,James Davis,1975.89,2023-07-08,cancelled
ORD-004286,Michael Johnson,192.35,2023-02-21,cancelled
ORD-004287,John Rodriguez,436.03,2023-06-22,delivered
ORD-004288,Susan Williams,579.76,2024-08-21,shipped
ORD-004289,Michael Jones,1318.69,2024-01-13,pending
ORD-004290,Charles Brown,1155.11,2024-01-06,cancelled
ORD-004291,Jessica Miller,660.65,2023-08-09,shipped
ORD-004292,Karen Jones,970.14,2024-09-04,cancelled
ORD-004293,Mary Miller,1249.81,2023-09-18,cancelled
ORD-004294,William Williams,885.2,2023-05-16,cancelled
ORD-004295,Susan Garcia,1123.46,2023-02-10,pending
ORD-004296,Karen Rodriguez,569.4,2024-11-21,delivered
ORD-004297,Karen Brown,1772.89,2024-08-02,shipped
ORD-004298,Jessica Garcia,497.58,2024-09-23,pending
ORD-004299,Linda Davis,1363.72,2024-05-22,cancelled
ORD-004300,Charles Brown,20.44,2024-02-26,shipped
ORD-004301,Karen Miller,568.15,2024-05-23,delivered
ORD-004302,Jessica Williams,347.71,2024-03-25,cancelled
ORD-004303,Sarah Davis,1675.13,2024-04-21,cancelled
ORD-004304,Susan Martinez,275.14,2023-12-14,shipped
ORD-004305,James Martinez,338.52,2023-06-21,pending
ORD-004306,Mary Jones,156.86,2023-11-07,cancelled
ORD-004307,Charles Garcia,112.34,2023-04-15,delivered
ORD-004308,Susan Johnson,1683.67,2024-07-08,shipped
ORD-004309,Barbara Johnson,1881.34,2024-09-07,cancelled
ORD-004310,Joseph Williams,1920.02,2024-08-08,shipped
ORD-004311,Susan Smith,1657.4,2024-10-31,cancelled
ORD-004312,Joseph Johnson,1003.17,2024-11-18,pending
ORD-004313,Jennifer Brown,381.21,2023-12-06,delivered
ORD-004314,Jessica Williams,723.1,2024-08-26,cancelled
ORD-004315,Elizabeth Smith,483.21,2024-04-04,cancelled
ORD-004316,Jennifer Rodriguez,894.21,2023-01-14,pending
ORD-004317,John Rodriguez,223.14,2023-08-12,cancelled
ORD-004318,Patricia Williams,1563.8,2024-02-20,cancelled
ORD-004319,Charles Williams,1965.88,2023-09-01,pending
ORD-004320,Michael Brown,639.68,2023-02-21,delivered
ORD-004321,Mary Miller,812.89,2024-07-05,shipped
ORD-004322,Mary Brown,1888.74,2023-12-08,cancelled
ORD-004323,Sarah Miller,1392.88,2024-01-04,delivered
ORD-004324,Mary Jones,1866.96,2023-05-14,pending
ORD-004325,Linda Williams,1725.91,2023-06-19,cancelled
ORD-004326,Robert Johnson,31750.22,2023-10-14,shipped
ORD-004327,Robert Smith,39076.01,2024-05-22,shipped
ORD-004328,Richard Miller,925.47,2024-03-07,pending
ORD-004329,Barbara Brown,1339.78,2024-11-11,pending
ORD-004330,Richard Garcia,788.4,2024-03-17,cancelled
ORD-004331,James Davis,479.76,2024-06-07,shipped
ORD-004332,Mary Miller,837.27,2023-10-12,delivered
ORD-004333,Karen Jones,145.28,2024-07-17,pending
ORD-004334,Barbara Rodriguez,611.64,2023-09-17,pending
ORD-004335,Jessica Miller,1194.02,2024-07-14,delivered
ORD-004336,Michael Jones,967.82,2024-08-07,shipped
ORD-004337,Karen Jones,858.89,2023-10-18,shipped
ORD-004338,Robert Brown,513.44,2023-01-30,delivered
ORD-004339,David Brown,25.32,2023-11-17,shipped
ORD-004340,Richard Johnson,1719.18,2024-11-19,cancelled
ORD-004341,James Garcia,1658.88,2023-06-17,shipped
ORD-004342,Linda Martinez,1361.12,2023-06-04,cancelled
ORD-004343,Michael Martinez,416.15,2024-02-15,shipped
ORD-004344,Robert Miller,1696.09,2023-09-09,delivered
ORD-004345,William Jones,478.31,2023-09-19,cancelled
ORD-004346,Elizabeth Martinez,1628.0,2024-04-04,delivered
ORD-004347,Linda Miller,216.47,2023-03-08,cancelled
ORD-004348,Joseph Johnson,1577.14,2023-12-24,pending
ORD-004349,Elizabeth Smith,1368.93,2024-09-12,pending
ORD-004350,Mary Johnson,1427.1,2024-10-04,cancelled
ORD-004351,William Williams,404.03,2024-11-05,pending
ORD-004352,James Davis,1094.04,2023-06-17,pending
ORD-004353,Linda Davis,833.81,2023-09-04,cancelled
ORD-004354,Thomas Rodriguez,1151.51,2023-03-06,cancelled
ORD-004355,Karen Johnson,298.1,2024-06-01,delivered
ORD-004356,William Smith,125.11,2023-08-14,pending
ORD-004357,Susan Davis,1122.43,2024-07-12,shipped
ORD-004358,Joseph Smith,264.72,2023-07-29,shipped
ORD-004359,Joseph Smith,1038.43,2024-01-05,cancelled
ORD-004360,Robert Davis,1740.9,2024-04-16,cancelled
ORD-004361,Michael Martinez,185.61,2024-11-26,cancelled
ORD-004362,Michael Davis,209.75,2023-07-17,shipped
ORD-004363,Robert Smith,1564.49,2024-02-19,shipped
ORD-004364,Robert Miller,148.28,2024-03-16,shipped
ORD-004365,Mary Brown,901.58,2024-02-08,shipped
ORD-004366,Elizabeth Rodriguez,407.03,2024-03-04,pending
ORD-004367,Barbara Rodriguez,854.84,2023-12-21,shipped
ORD-004368,Elizabeth Miller,1196.64,2024-11-13,shipped
ORD-004369,Elizabeth Johnson,1058.41,2023-02-17,cancelled
ORD-004370,Charles Brown,248.7,2023-07-25,delivered
ORD-004371,Barbara Davis,1081.0,2024-08-18,pending
ORD-004372,Patricia Smith,1788.19,2023-11-06,pending
ORD-004373,Karen Smith,834.57,2024-03-15,cancelled
ORD-004374,Jennifer Brown,302.56,2023-01-13,delivered
ORD-004375,Sarah Jones,1687.94,2024-04-08,delivered
ORD-004376,Mary Martinez,209.18,2024-01-03,shipped
ORD-004377,Sarah Johnson,1371.42,2024-01-13,shipped
ORD-004378,Susan Williams,1371.22,2023-02-12,delivered
ORD-004379,Elizabeth Jones,1958.3,2023-07-13,pending
ORD-004380,Susan Johnson,565.63,2024-05-10,shipped
ORD-004381,Mary Garcia,114.31,2023-01-26,cancelled
ORD-004382,Thomas Miller,362.14,2023-04-21,shipped
ORD-004383,Karen Rodriguez,1048.07,2023-03-09,cancelled
ORD-004384,Barbara Garcia,1928.16,2024-02-01,pending
ORD-004385,Mary Johnson,469.01,2024-05-18,pending
ORD-004386,Jessica Martinez,970.64,2023-01-05,delivered
ORD-004387,Joseph Davis,1516.24,2024-01-31,pending
ORD-004388,Susan Davis,1519.26,2024-01-08,pending
ORD-004389,Michael Johnson,1101.57,2024-08-04,delivered
ORD-004390,Richard Williams,1305.75,2024-03-15,pending
ORD-004391,Karen Brown,1916.67,2024-07-03,shipped
ORD-004392,Sarah Miller,1710.29,2023-08-19,pending
ORD-004393,Sarah Williams,624.03,2023-05-07,shipped
ORD-004394,Karen Miller,983.56,2023-07-09,cancelled
ORD-004395,Barbara Miller,1415.76,2023-11-09,pending
ORD-004396,William Miller,464.19,2023-04-15,cancelled
ORD-004397,Mary Garcia,1628.27,2023-02-09,cancelled
ORD-004398,Karen Smith,1626.91,2024-04-22,delivered
ORD-004399,Sarah Johnson,1627.55,2023-10-30,shipped
ORD-004400,Jessica Williams,550.82,2023-03-12,shipped
ORD-004401,Patricia Davis,704.6,2023-09-03,shipped
ORD-004402,Mary Davis,647.35,2023-10-06,delivered
ORD-004403,Patricia Miller,1783.43,2023-12-05,shipped
ORD-004404,Sarah Miller,1628.48,2024-01-09,delivered
ORD-004405,Joseph Jones,18299.88,2024-03-06,delivered
ORD-004406,William Rodriguez,245.45,2024-10-30,shipped
ORD-004407,Linda Johnson,40850.73,2024-01-25,shipped
ORD-004408,William Jones,1882.16,2023-05-27,pending
ORD-004409,Jennifer Jones,1625.96,2024-07-23,cancelled
ORD-004410,Barbara Martinez,869.33,2023-02-20,pending
ORD-004411,Linda Miller,735.72,2023-10-31,delivered
ORD-004412,Robert Smith,1581.57,2024-10-19,cancelled
ORD-004413,Jennifer Martinez,1471.35,2024-08-15,delivered
ORD-004414,Barbara Garcia,452.97,2024-11-19,cancelled
ORD-004415,Richard Jones,1734.96,2023-06-23,delivered
ORD-004416,Thomas Garcia,1539.67,2024-01-28,pending
ORD-004417,Jessica Brown,1048.88,2024-06-13,delivered
ORD-004418,William Miller,1695.43,2024-11-05,delivered
ORD-004419,Richard Brown,723.92,2023-02-23,shipped
ORD-004420,Robert Johnson,315.76,2023-03-18,delivered
ORD-004421,Elizabeth Davis,570.42,2024-06-02,delivered
ORD-004422,Sarah Smith,1032.12,2023-11-15,pending
ORD-004423,Thomas Brown,615.02,2024-07-26,pending
ORD-004424,Robert Rodriguez,21465.9,2023-06-24,shipped
ORD-004425,Susan Rodriguez,985.03,2023-03-01,delivered
ORD-004426,Mary Davis,225.9,2024-11-11,cancelled
ORD-004427,Sarah Williams,1003.62,2024-02-19,delivered
ORD-004428,Patricia Johnson,1804.09,2023-05-16,shipped
ORD-004429,Jennifer Garcia,96.65,2024-11-11,pending
ORD-004430,David Brown,1581.63,2024-10-09,pending
ORD-004431,Linda Johnson,1639.89,2024-04-13,cancelled
ORD-004432,John Johnson,614.86,2023-08-04,pending
ORD-004433,Richard Williams,517.74,2023-01-08,pending
ORD-004434,Jessica Johnson,1792.16,2024-11-24,cancelled
ORD-004435,Michael Smith,91.83,2023-02-24,pending
ORD-004436,Patricia Miller,1307.62,2023-01-31,shipped
ORD-004437,Jessica Johnson,1140.37,2024-03-20,cancelled
ORD-004438,William Jones,1266.43,2024-05-22,delivered
ORD-004439,Susan Brown,1619.86,2024-02-24,shipped
ORD-004440,Jessica Smith,1441.63,2023-02-04,cancelled
ORD-004441,Sarah Rodriguez,956.67,2024-10-13,cancelled
ORD-004442,Richard Davis,164.89,2023-08-14,cancelled
ORD-004443,Richard Jones,1429.93,2023-04-06,cancelled
ORD-004444,William Jones,1642.5,2023-12-11,delivered
ORD-004445,Jessica Garcia,1548.06,2024-05-07,pending
ORD-004446,Jessica Garcia,1231.75,2024-01-11,shipped
ORD-004447,Elizabeth Martinez,32.05,2023-11-15,delivered
ORD-004448,David Garcia,759.39,2023-10-22,shipped
ORD-004449,Jennifer Martinez,1585.93,2023-04-30,delivered
ORD-004450,Karen Williams,651.07,2024-05-06,pending
ORD-004451,David Williams,1376.93,2024-07-14,cancelled
ORD-004452,Richard Davis,1126.68,2023-06-04,shipped
ORD-004453,James Jones,174.91,2024-01-02,cancelled
ORD-004454,Charles Miller,1428.55,2024-09-30,pending
ORD-004455,John Johnson,1145.49,2023-08-06,shipped
ORD-004456,Karen Williams,913.59,2023-01-13,delivered
ORD-004457,David Jones,361.94,2024-02-02,cancelled
ORD-004458,Richard Martinez,300.41,2024-02-07,cancelled
ORD-004459,David Jones,909.75,2024-08-05,pending
ORD-004460,David Davis,57.21,2023-09-01,shipped
ORD-004461,Jessica Martinez,1545.47,2023-03-10,cancelled
ORD-004462,Richard Martinez,1887.61,2024-05-02,shipped
ORD-004463,James Williams,1666.01,2024-09-12,pending
ORD-004464,Thomas Garcia,1510.93,2024-05-20,shipped
ORD-004465,John Williams,1879.89,2023-08-19,delivered
ORD-004466,Joseph Garcia,1692.3,2024-08-27,cancelled
ORD-004467,Barbara Johnson,245.21,2023-07-08,pending
ORD-004468,David Brown,1255.19,2023-03-26,delivered
ORD-004469,Mary Rodriguez,773.75,2024-02-09,shipped
ORD-004470,Joseph Jones,984.59,2023-12-07,shipped
ORD-004471,Jessica Davis,1505.4,2024-07-26,pending
ORD-004472,Jennifer Smith,597.08,2023-02-20,pending
ORD-004473,Jennifer Johnson,1366.68,2024-06-06,shipped
ORD-004474,John Jones,635.2,2023-05-29,delivered
ORD-004475,Joseph Martinez,589.06,2023-10-13,shipped
ORD-004476,Susan Garcia,1081.1,2023-06-03,cancelled
ORD-004477,James Miller,1027.09,2023-01-13,pending
ORD-004478,Richard Garcia,1737.24,2023-05-05,cancelled
ORD-004479,Patricia Brown,1103.72,2023-12-26,shipped
ORD-004480,Linda Rodriguez,1962.94,2023-01-21,pending
ORD-004481,Elizabeth Davis,1387.2,2023-05-03,pending
ORD-004482,Jessica Davis,289.23,2023-02-14,cancelled
ORD-004483,Barbara Martinez,1526.7,2024-05-05,shipped
ORD-004484,Robert Smith,546.96,2024-10-01,cancelled
ORD-004485,James Brown,1980.35,2023-12-31,shipped
ORD-004486,Robert Smith,1095.62,2023-01-07,pending
ORD-004487,Jessica Brown,35349.56,2023-05-11,pending
ORD-004488,Patricia Williams,1037.22,2024-10-18,pending
ORD-004489,John Davis,1495.97,2024-03-15,pending
ORD-004490,Susan Rodriguez,1553.2,2024-10-04,shipped
ORD-004491,Elizabeth Smith,721.96,2023-02-23,delivered
ORD-004492,Sarah Miller,76.54,2023-01-29,shipped
ORD-004493,Elizabeth Smith,369.52,2024-08-13,delivered
ORD-004494,Elizabeth Rodriguez,1242.97,2023-12-13,delivered
ORD-004495,Elizabeth Davis,1965.7,2024-08-09,delivered
ORD-004496,William Williams,1754.71,2023-10-01,shipped
ORD-004497,Jennifer Smith,1881.98,2024-04-17,shipped
ORD-004498,Richard Miller,1379.26,2023-03-10,delivered
ORD-004499,Robert Williams,937.78,2024-01-11,cancelled
ORD-004500,John Garcia,1463.57,2024-04-29,cancelled
ORD-004501,Sarah Brown,1720.76,2023-08-11,pending
ORD-004502,Joseph Jones,1283.5,2024-03-11,delivered
ORD-004503,Patricia Johnson,1315.96,2023-07-21,shipped
ORD-004504,Jessica Rodriguez,1549.53,2024-01-10,shipped
ORD-004505,Barbara Miller,800.52,2024-07-16,cancelled
ORD-004506,Mary Martinez,68.61,2024-06-11,cancelled
ORD-004507,Joseph Davis,747.04,2023-05-16,pending
ORD-004508,William Jones,874.75,2023-08-07,pending
ORD-004509,Thomas Jones,966.58,2023-08-02,pending
ORD-004510,Charles Garcia,850.32,2023-08-30,cancelled
ORD-004511,Mary Martinez,101.85,2023-10-23,delivered
ORD-004512,Linda Williams,794.19,2023-05-29,pending
ORD-004513,Robert Martinez,37025.33,2024-07-31,cancelled
ORD-004514,Thomas Smith,254.47,2023-05-01,cancelled
ORD-004515,Susan Garcia,1584.91,2024-01-17,delivered
ORD-004516,James Rodriguez,257.17,2024-08-09,shipped
ORD-004517,Mary Smith,1972.45,2023-05-22,cancelled
ORD-004518,Jessica Davis,1350.62,2023-11-18,shipped
ORD-004519,Karen Brown,1794.18,2024-10-29,cancelled
ORD-004520,Charles Rodriguez,1164.89,2023-09-12,pending
ORD-004521,David Brown,1874.8,2023-10-10,shipped
ORD-004522,Barbara Smith,1662.35,2024-09-17,cancelled
ORD-004523,Mary Martinez,1693.42,2023-04-22,pending
ORD-004524,Sarah Garcia,467.34,2024-06-08,shipped
ORD-004525,Mary Miller,1661.04,2024-05-24,delivered
ORD-004526,Barbara Davis,1872.27,2024-06-23,shipped
ORD-004527,John Jones,1406.17,2024-02-07,cancelled
ORD-004528,Charles Martinez,1462.1,2023-09-05,shipped
ORD-004529,Patricia Garcia,116.0,2023-06-26,shipped
ORD-004530,Susan Garcia,1328.08,2023-06-07,delivered
ORD-004531,Michael Jones,1366.63,2024-05-06,shipped
ORD-004532,David Jones,1301.68,2024-04-09,cancelled
ORD-004533,Jennifer Garcia,1412.67,2024-11-11,shipped
ORD-004534,Elizabeth Williams,832.13,2024-07-28,cancelled
ORD-004535,Jennifer Martinez,1266.23,2024-04-25,delivered
ORD-004536,John Garcia,1775.66,2024-03-14,pending
ORD-004537,Karen Williams,360.67,2024-09-20,cancelled
ORD-004538,Linda Williams,1923.89,2023-08-11,delivered
ORD-004539,Thomas Williams,23800.14,2024-02-19,delivered
ORD-004540,Thomas Miller,1382.29,2023-07-06,shipped
ORD-004541,Karen Martinez,804.74,2023-04-19,pending
ORD-004542,Patricia Smith,1443.91,2023-05-22,pending
ORD-004543,Sarah Smith,1591.39,2023-11-02,cancelled
ORD-004544,Barbara Miller,1237.99,2023-07-02,delivered
ORD-004545,Joseph Rodriguez,35277.69,2023-10-19,shipped
ORD-004546,Linda Miller,815.87,2024-03-21,cancelled
ORD-004547,Susan Martinez,844.59,2023-08-27,shipped
ORD-004548,Elizabeth Johnson,1281.43,2024-10-24,delivered
ORD-004549,Sarah Jones,501.56,2023-11-02,pending
ORD-004550,Joseph Miller,1203.68,2024-05-28,delivered
ORD-004551,Charles Brown,186.38,2024-09-25,pending
ORD-004552,John Rodriguez,492.24,2023-03-13,pending
ORD-004553,Thomas Brown,1634.29,2023-11-03,pending
ORD-004554,James Rodriguez,1183.48,2023-08-05,cancelled
ORD-004555,Charles Brown,98.5,2023-01-05,pending
ORD-004556,Patricia Miller,450.91,2023-07-16,pending
ORD-004557,Charles Brown,359.33,2023-09-20,shipped
ORD-004558,Robert Johnson,1436.91,2024-09-18,shipped
ORD-004559,Barbara Garcia,1469.2,2023-07-02,cancelled
ORD-004560,Charles Brown,999.31,2023-05-16,pending
ORD-004561,Patricia Jones,8331.65,2023-06-11,shipped
ORD-004562,William Smith,48667.01,2023-07-07,shipped
ORD-004563,James Miller,499.8,2024-10-12,shipped
ORD-004564,Patricia Jones,674.86,2024-04-25,cancelled
ORD-004565,William Brown,1749.93,2024-10-27,delivered
ORD-004566,Barbara Brown,22377.76,2024-04-23,cancelled
ORD-004567,William Garcia,540.94,2024-05-01,pending
ORD-004568,Barbara Martinez,500.95,2023-07-29,pending
ORD-004569,Elizabeth Miller,68.08,2023-09-26,shipped
ORD-004570,Joseph Davis,1687.05,2024-04-02,delivered
ORD-004571,Sarah Rodriguez,35.43,2024-05-05,pending
ORD-004572,Elizabeth Johnson,1518.6,2024-04-14,shipped
ORD-004573,Linda Miller,14483.21,2023-07-25,pending
ORD-004574,Michael Rodriguez,601.48,2024-09-28,pending
ORD-004575,Charles Williams,549.98,2023-02-15,shipped
ORD-004576,Karen Williams,108.96,2023-07-01,cancelled
ORD-004577,Charles Miller,1918.48,2023-05-01,shipped
ORD-004578,Elizabeth Smith,27415.9,2023-11-20,delivered
ORD-004579,Barbara Garcia,1390.19,2024-03-12,shipped
ORD-004580,Sarah Jones,1594.33,2023-07-13,shipped
ORD-004581,Linda Jones,1992.2,2024-07-12,shipped
ORD-004582,Linda Martinez,1053.87,2023-08-26,delivered
ORD-004583,David Johnson,1064.15,2024-09-20,pending
ORD-004584,James Jones,1768.71,2023-11-30,delivered
ORD-004585,William Johnson,200.26,2023-04-03,delivered
ORD-004586,Patricia Jones,542.4,2023-04-09,cancelled
ORD-004587,Barbara Garcia,643.16,2023-02-23,pending
ORD-004588,Elizabeth Jones,1564.74,2023-12-03,delivered
ORD-004589,Patricia Miller,707.19,2023-12-27,shipped
ORD-004590,David Williams,1489.66,2024-05-29,pending
ORD-004591,Susan Brown,856.76,2023-06-30,cancelled
ORD-004592,Jennifer Jones,1428.29,2023-04-12,cancelled
ORD-004593,Thomas Jones,1654.39,2024-07-13,delivered
ORD-004594,Patricia Brown,507.45,2024-03-12,shipped
ORD-004595,Richard Brown,665.67,2023-10-18,delivered
ORD-004596,Sarah Smith,310.41,2023-01-17,pending
ORD-004597,John Rodriguez,1415.02,2024-11-04,delivered
ORD-004598,Barbara Williams,1761.61,2023-03-19,delivered
ORD-004599,David Martinez,516.74,2024-05-01,cancelled
ORD-004600,Karen Miller,1518.74,2023-11-24,shipped
ORD-004601,Jessica Martinez,393.48,2023-05-29,pending
ORD-004602,Sarah Brown,206.08,2024-07-25,pending
ORD-004603,Elizabeth Miller,1075.19,2024-05-22,cancelled
ORD-004604,James Johnson,1852.71,2023-01-08,cancelled
ORD-004605,Patricia Brown,1008.74,2023-03-20,cancelled
ORD-004606,Linda Miller,1059.23,2023-04-09,pending
ORD-004607,Barbara Rodriguez,1310.76,2024-04-22,pending
ORD-004608,Sarah Miller,1977.6,2024-10-04,delivered
ORD-004609,Jessica Johnson,1250.29,2023-12-28,shipped
ORD-004610,William Garcia,75.2,2024-11-04,delivered
ORD-004611,Mary Miller,1387.75,2024-05-18,pending
ORD-004612,David Johnson,34835.45,2024-09-29,shipped
ORD-004613,Richard Johnson,1522.0,2024-01-26,pending
ORD-004614,John Jones,38999.96,2024-02-05,delivered
ORD-004615,William Davis,691.49,2024-09-15,shipped
ORD-004616,Jessica Martinez,1127.32,2023-07-01,delivered
ORD-004617,Barbara Garcia,679.16,2023-04-06,delivered
ORD-004618,Susan Jones,196.32,2024-11-11,shipped
ORD-004619,Thomas Garcia,1731.24,2023-05-07,delivered
ORD-004620,Elizabeth Jones,1042.1,2024-05-28,delivered
ORD-004621,Mary Williams,970.67,2023-01-11,pending
ORD-004622,Mary Miller,458.47,2024-01-04,delivered
ORD-004623,Thomas Garcia,1884.59,2024-04-23,shipped
ORD-004624,Richard Brown,1615.23,2023-05-08,delivered
ORD-004625,Barbara Williams,1303.19,2023-05-14,pending
ORD-004626,James Jones,1091.84,2023-01-22,delivered
ORD-004627,Joseph Jones,1529.2,2024-01-21,delivered
ORD-004628,James Brown,263.27,2024-08-01,pending
ORD-004629,Elizabeth Rodriguez,956.52,2024-08-07,delivered
ORD-004630,Susan Brown,831.49,2023-04-30,pending
ORD-004631,Susan Johnson,1848.13,2024-03-05,delivered
ORD-004632,Karen Williams,1819.74,2024-06-14,cancelled
ORD-004633,James Rodriguez,380.89,2023-06-04,delivered
ORD-004634,Susan Davis,1424.22,2024-03-21,cancelled
ORD-004635,Patricia Davis,1206.03,2024-06-13,pending
ORD-004636,Elizabeth Rodriguez,1153.67,2023-06-15,pending
ORD-004637,Linda Johnson,124.45,2024-06-11,delivered
ORD-004638,William Smith,592.02,2024-06-26,shipped
ORD-004639,Thomas Rodriguez,881.39,2024-04-17,delivered
ORD-004640,Sarah Miller,848.66,2024-04-23,cancelled
ORD-004641,Charles Miller,857.77,2023-04-21,delivered
ORD-004642,Patricia Williams,680.28,2023-11-14,cancelled
ORD-004643,Patricia Davis,1128.87,2024-11-22,pending
ORD-004644,Mary Brown,764.46,2023-12-01,delivered
ORD-004645,James Martinez,1561.15,2023-12-24,delivered
ORD-004646,Patricia Brown,721.45,2023-11-21,shipped
ORD-004647,Barbara Brown,1659.83,2023-05-26,delivered
ORD-004648,Patricia Brown,1872.35,2023-11-17,delivered
ORD-004649,Richard Smith,35338.78,2024-10-27,delivered
ORD-004650,Jessica Martinez,373.44,2023-06-12,cancelled
ORD-004651,Joseph Jones,982.96,2024-04-12,cancelled
ORD-004652,James Smith,1651.69,2023-02-21,pending
ORD-004653,Karen Jones,721.93,2024-05-16,cancelled
ORD-004654,Jennifer Garcia,858.48,2023-11-05,pending
ORD-004655,Richard Rodriguez,151.51,2023-10-12,pending
ORD-004656,James Martinez,498.11,2023-02-06,delivered
ORD-004657,Elizabeth Jones,660.88,2024-05-31,pending
ORD-004658,Jessica Rodriguez,690.02,2024-05-05,pending
ORD-004659,William Garcia,1603.75,2023-07-25,shipped
ORD-004660,Charles Garcia,209.52,2023-08-06,cancelled
ORD-004661,Joseph Jones,1177.63,2024-03-24,delivered
ORD-004662,Joseph Garcia,874.37,2023-04-21,cancelled
ORD-004663,Jessica Smith,513.44,2024-11-27,pending
ORD-004664,Thomas Martinez,415.41,2023-10-21,delivered
ORD-004665,Thomas Miller,673.21,2024-07-05,cancelled
ORD-004666,Thomas Miller,763.3,2023-01-02,pending
ORD-004667,Elizabeth Brown,748.16,2024-09-09,shipped
ORD-004668,Joseph Garcia,292.62,2024-01-01,delivered
ORD-004669,Barbara Johnson,455.37,2023-12-29,pending
ORD-004670,Thomas Smith,1695.17,2024-05-21,pending
ORD-004671,Michael Johnson,376.87,2024-10-29,shipped
ORD-004672,David Rodriguez,1832.6,2023-06-11,cancelled
ORD-004673,Joseph Johnson,1194.14,2023-04-03,shipped
ORD-004674,Susan Davis,750.49,2023-11-24,pending
ORD-004675,Barbara Williams,1484.46,2024-05-23,pending
ORD-004676,Jessica Williams,493.91,2024-05-22,cancelled
ORD-004677,Mary Garcia,196.95,2024-05-11,pending
ORD-004678,Joseph Davis,1812.38,2023-10-01,delivered
ORD-004679,Michael Garcia,951.84,2024-03-05,shipped
ORD-004680,Joseph Johnson,1833.54,2024-11-22,cancelled
ORD-004681,Jennifer Johnson,156.3,2023-02-12,pending
ORD-004682,Charles Rodriguez,1191.52,2024-06-06,delivered
ORD-004683,James Smith,855.92,2024-07-27,delivered
ORD-004684,Jessica Miller,46168.25,2023-03-25,delivered
ORD-004685,Charles Jones,1670.74,2024-05-06,pending
ORD-004686,Charles Rodriguez,14450.6,2023-12-12,delivered
ORD-004687,Mary Rodriguez,626.29,2023-11-18,shipped
ORD-004688,Linda Johnson,481.49,2023-01-31,delivered
ORD-004689,William Garcia,1565.9,2024-07-02,shipped
ORD-004690,Jennifer Johnson,1174.27,2023-07-23,shipped
ORD-004691,Jessica Rodriguez,1238.21,2023-07-03,delivered
ORD-004692,Mary Williams,1904.19,2023-08-18,cancelled
ORD-004693,Richard Johnson,1191.06,2024-10-25,shipped
ORD-004694,Michael Martinez,1908.13,2023-07-16,cancelled
ORD-004695,Susan Brown,568.43,2023-03-29,delivered
ORD-004696,Elizabeth Brown,1491.25,2023-04-04,pending
ORD-004697,Joseph Rodriguez,1731.27,2023-02-15,delivered
ORD-004698,Jessica Martinez,1621.84,2023-07-10,shipped
ORD-004699,Joseph Rodriguez,43742.01,2024-03-12,shipped
ORD-004700,David Garcia,1685.81,2023-09-05,cancelled
ORD-004701,Patricia Davis,154.06,2023-11-06,cancelled
ORD-004702,Jennifer Davis,1083.93,2024-02-14,delivered
ORD-004703,William Smith,1637.67,2024-08-18,shipped
ORD-004704,Susan Miller,1447.57,2024-05-27,shipped
ORD-004705,William Miller,1391.71,2024-10-30,shipped
ORD-004706,Michael Rodriguez,1042.87,2024-10-02,cancelled
ORD-004707,Mary Garcia,826.46,2023-12-17,shipped
ORD-004708,David Johnson,42333.4,2024-09-20,pending
ORD-004709,Linda Garcia,1926.63,2023-01-09,cancelled
ORD-004710,Thomas Martinez,58.56,2024-11-03,cancelled
ORD-004711,Karen Johnson,1864.99,2024-07-31,shipped
ORD-004712,Jennifer Davis,392.44,2023-08-22,cancelled
ORD-004713,Michael Garcia,192.26,2024-08-19,cancelled
ORD-004714,Richard Smith,1000.91,2024-08-05,shipped
ORD-004715,Jessica Miller,522.57,2024-05-16,shipped
ORD-004716,Jennifer Miller,1516.78,2024-10-02,shipped
ORD-004717,James Williams,403.51,2024-03-25,cancelled
ORD-004718,Sarah Davis,276.75,2023-08-15,pending
ORD-004719,Michael Jones,1054.93,2024-03-16,cancelled
ORD-004720,David Johnson,1578.27,2023-08-19,pending
ORD-004721,James Williams,1120.64,2023-08-20,shipped
ORD-004722,Thomas Johnson,242.22,2024-08-17,shipped
ORD-004723,Patricia Davis,1420.92,2024-03-09,delivered
ORD-004724,Michael Rodriguez,1049.51,2024-10-14,pending
ORD-004725,Mary Williams,705.73,2023-03-11,delivered
ORD-004726,Susan Williams,1815.49,2024-01-08,cancelled
ORD-004727,John Smith,235.56,2023-12-02,pending
ORD-004728,Barbara Garcia,335.6,2023-11-26,shipped
ORD-004729,James Johnson,611.73,2023-02-02,delivered
ORD-004730,Linda Smith,1939.35,2023-06-29,pending
ORD-004731,John Miller,1838.3,2024-09-12,pending
ORD-004732,Sarah Miller,369.29,2023-09-14,pending
ORD-004733,Robert Johnson,1210.58,2023-09-19,shipped
ORD-004734,Michael Rodriguez,190.51,2024-01-30,pending
ORD-004735,Joseph Rodriguez,1462.05,2024-04-22,delivered
ORD-004736,Elizabeth Davis,855.42,2024-06-06,cancelled
